1	30	0	7	FC200002	2600.000000	0
4	122	0	7	FC200029	1135.000000	0
7	381	0	7	FC200098	2400.000000	0
9	410	0	7	FC200106	600.000000	0
10	408	0	7	FC200105	1250.000000	0
11	401	0	7	FC200103	480.000000	0
14	422	0	7	FC200109	12000.000000	0
15	90	0	7	FC200021	6000.000000	0
16	423	0	7	FC200110	4275.000000	0
18	426	0	7	FC200112	3500.000000	0
19	441	0	7	FC200115	2000.000000	0
20	455	0	7	FC200119	3900.000000	0
21	193	0	7	FC200045	3780.000000	0
22	347	0	7	FC200091	3900.000000	0
23	457	0	7	FC200121	4200.000000	0
24	278	0	7	FC200067	6000.000000	0
25	321	0	7	FC200079	960.000000	0
26	478	0	7	FC200126	480.000000	0
28	394	0	7	FC200101	6120.000000	0
29	395	0	7	FC200102	23472.000000	0
30	271	0	7	FC200066	400.000000	0
31	121	0	7	FC200028	1545.000000	0
32	402	0	7	FC200104	4800.000000	0
33	587	0	7	FC200150	480.000000	0
34	591	0	7	FC200152	12000.000000	0
36	589	0	7	FC200143	1760.000000	0
38	345	0	7	FC200089	19075.000000	0
41	6	0	7	FC200000	4000.000000	0
42	149	0	7	FC200027	767.000000	0
42	221	0	7	FC200051	100.000000	0
42	348	0	7	FC200092	606.000000	0
42	612	0	7	FC200157	1342.000000	0
44	621	0	7	FC200159	2400.000000	0
46	649	0	7	FC200167	480.000000	0
47	691	0	7	FC200182	1800.000000	0
48	723	0	7	FC200191	2400.000000	0
49	724	0	7	FC200192	18000.000000	0
50	702	0	7	FC200184	1830.000000	0
51	747	0	7	FC200193	792.000000	0
53	758	0	7	FC200197	330.000000	0
54	768	0	7	FC200199	4800.000000	0
55	227	0	7	FC200053	2400.000000	0
56	943	0	7	FC200256	2500.000000	0
57	985	0	7	FC200233	2290.000000	0
58	954	0	7	FC200259	1350.000000	0
59	975	0	7	FC200265	300.000000	0
61	111	0	7	FC200023	1625.010000	0
62	34	0	7	FC200006	520.000000	0
63	38	0	7	FC200010	1500.000000	0
64	35	0	7	FC200007	3960.000000	0
65	160	0	7	FC200038	900.000000	0
67	249	0	7	FC200060	580.000000	0
68	78	0	7	FC200019	2520.000000	0
70	127	0	7	FC200030	4780.000000	0
71	966	0	7	FC200261	2000.000000	0
72	39	0	7	FC200011	3360.000000	0
73	178	0	7	FC200044	3600.000000	0
75	107	0	7	FC200022	108.000000	0
76	176	0	7	FC200043	1800.000000	0
77	220	0	7	FC200050	4800.000000	0
78	233	0	7	FC200055	28800.000000	0
79	235	0	7	FC200056	16800.000000	0
80	239	0	7	FC200057	5000.000000	0
81	308	0	7	FC200077	12000.000000	0
83	358	0	7	FC200094	43.200000	0
82	358	0	7	FC200094	5356.800000	0
84	781	0	7	FC200202	7920.000000	0
85	503	0	7	FC200084	91971.000000	0
86	688	0	7	FC200179	178374.000000	0
87	688	0	7	FC200179	7626.000000	0
88	114	0	7	FC200024	13000.000000	0
89	970	0	7	FC200262	17000.000000	0
90	356	0	7	FC200093	36000.000000	0
91	1004	0	7	FC200271	200.000000	0
92	665	0	7	FC200172	10440.000000	0
93	810	0	7	FC200214	825.000000	0
94	599	0	7	FC200154	4790.000000	0
95	732	0	7	FR200004	-800.000000	0
95	815	0	7	FC200215	1680.000000	0
96	777	0	7	FC200200	6000.000000	0
97	601	0	7	FC200155	2340.000000	0
99	690	0	7	FC200181	3000.000000	0
100	856	0	7	FC200231	6800.000000	0
102	629	0	7	FC200165	10800.000000	0
103	541	0	7	FC200136	7000.000000	0
104	837	0	7	FC200223	3165.000000	0
105	537	0	7	FC200134	8970.000000	0
106	283	0	7	FC200069	825.000000	0
108	448	0	7	FC200117	1200.000000	0
109	447	0	7	FC200116	2410.000000	0
110	265	0	7	FC200063	1980.000000	0
111	1094	0	7	FC200294	650.000000	0
113	574	0	7	FC200148	31995.000000	0
114	626	0	7	FC200163	7280.000000	0
74	1030	0	7	FC200280	4275.000000	0
115	1113	0	7	FC200298	1250.000000	0
118	1123	0	7	FC200300	24360.000000	0
119	49	0	7	FC200013	5850.000000	0
120	24	0	7	FC200001	17520.000000	0
121	117	0	7	FC200025	1800.000000	0
121	150	0	7	FC200037	13400.000000	0
121	295	0	7	FC200074	40000.000000	0
122	1130	0	7	FC200302	2400.000000	0
123	853	0	7	FC200230	4650.000000	0
124	999	0	7	FC200269	5000.000000	0
125	963	0	7	FC200170	1250.000000	0
127	857	0	7	FC200232	5720.000000	0
130	454	0	7	FC200118	129861.010000	0
131	454	0	7	FC200118	11292.350000	0
134	1159	0	7	FC200312	1100.000000	0
135	887	0	7	FC200240	6960.720000	0
136	887	0	7	FC200240	215.280000	0
137	1173	0	7	FC200313	1228.500000	0
138	1026	0	7	FC200278	4000.000000	0
139	1047	0	7	FC200282	16025.000000	0
140	624	0	7	FC200161	14772.000000	0
141	327	0	7	FC200082	3296.000000	0
142	493	0	7	FC200128	6600.000000	0
143	326	0	7	FC200081	112500.000000	0
144	494	0	7	FC200129	78720.000000	0
145	1207	0	7	FC200321	1665.000000	0
146	798	0	7	FC200208	12000.000000	0
147	1210	0	7	FC200322	5000.000000	0
148	1204	0	7	FC200320	218.000000	0
149	826	0	7	FC200219	44030.000000	0
150	1067	0	7	FC200288	1200.000000	0
151	1215	0	7	FC200323	720.000000	0
152	1216	0	7	FC200324	500.000000	0
153	1196	0	7	FC200319	2000.000000	0
154	395	0	7	FC200102	23472.000000	0
155	1231	0	7	FC200329	2730.000000	0
156	950	0	7	FC200257	49200.000000	0
157	1247	0	7	FC200336	1200.000000	0
158	164	0	7	FC200040	2400.000000	0
159	456	0	7	FC200120	2700.000000	0
160	717	0	7	FC200188	1800.000000	0
98	1150	0	7	FC200310	2640.000000	0
161	1151	0	7	FC200311	3100.000000	0
162	1119	0	7	FC200299	950.000000	0
165	1283	0	7	FC200346	2800.000000	0
166	1292	0	7	FC200348	2400.000000	0
167	1295	0	7	FC200349	150.000000	0
168	508	0	7	FC200130	385.000000	0
168	808	0	7	FC200213	1685.000000	0
169	1311	0	7	FC200353	900.000000	0
170	1325	0	7	FC200356	750.000000	0
171	857	0	7	FC200232	18000.000000	0
172	857	0	7	FC200232	18125.000000	0
112	1329	0	7	FC200358	515.000000	0
173	1190	0	7	FC200317	1800.000000	0
174	568	0	7	FC200144	3000.000000	0
175	1362	0	7	FC200368	700.000000	0
176	1356	0	7	FC200365	1110.000000	0
177	1360	0	7	FC200366	1330.000000	0
178	1352	0	7	FC200363	1350.000000	0
179	939	0	7	FC200253	2250.000000	0
180	1376	0	7	FC200373	2000.000000	0
181	1372	0	7	FC200372	1800.000000	0
182	1391	0	7	FC200379	3750.000000	0
183	1389	0	7	FC200378	5400.000000	0
184	1385	0	7	FC200376	210.000000	0
185	1386	0	7	FC200377	210.000000	0
186	346	0	7	FC200090	13460.000000	0
186	571	0	7	FC200145	16130.000000	0
186	824	0	7	FC200217	14880.000000	0
186	1219	0	7	FC200326	5625.000000	0
187	1407	0	7	FC200383	900.000000	0
188	1413	0	7	FC200387	450.000000	0
189	572	0	7	FC200146	11720.000000	0
190	1443	0	7	FC200393	1250.000000	0
191	329	0	7	FC200083	82848.000000	0
192	929	0	7	FC200251	259500.000000	0
193	882	0	7	FC200238	645.000000	0
194	932	0	7	FC200252	4104.000000	0
195	763	0	7	FC200198	26000.000000	0
197	1463	0	7	FC200396	420.000000	0
199	119	0	7	FC200026	7020.000000	0
201	875	0	7	FC200235	4176.000000	0
202	172	0	7	FC200042	2058.000000	0
203	1494	0	7	FC200404	1200.000000	0
204	1514	0	7	FC200410	150.000000	0
205	1523	0	7	FC200413	2400.000000	0
206	1519	0	7	FC200412	6630.000000	0
207	1538	0	7	FC200418	745.000000	0
208	1534	0	7	FC200416	7250.000000	0
209	1342	0	7	FC200361	1120.000000	0
210	1361	0	7	FC200367	1800.000000	0
211	1394	0	7	FC200381	2560.000000	0
212	1282	0	7	FC200345	6790.000000	0
213	1412	0	7	FC200386	10000.000000	0
214	1412	0	7	FC200386	11810.000000	0
215	1000	0	7	FC200270	3600.000000	0
216	1579	0	7	FC200433	1585.000000	0
217	1580	0	7	FC200434	750.000000	0
218	658	0	7	FC200171	43014.000000	0
219	1008	0	7	FC200250	133072.800000	0
220	927	0	7	FC200249	790788.000000	0
221	1605	0	7	FC200442	1250.000000	0
222	895	0	7	FC200243	33600.000000	0
223	468	0	7	FC200124	10349.600000	0
223	553	0	7	FC200140	1520.000000	0
223	559	0	7	FC200142	2450.000000	0
223	619	0	7	FC200158	2000.000000	0
223	652	0	7	FC200168	4548.200000	0
60	974	0	7	FC200264	1320.000000	0
224	1367	0	7	FC200370	760.000000	0
224	1555	0	7	FC200429	765.000000	0
225	1628	0	7	FC200451	5160.000000	0
226	753	0	7	FC200195	1778.000000	0
226	973	0	7	FC200263	650.000000	0
226	1184	0	7	FC200315	300.000000	0
227	1627	0	7	FC200450	1100.000000	0
228	1510	0	7	FC200409	3600.000000	0
229	1509	0	7	FC200408	10340.000000	0
230	1304	0	7	FC200351	1250.000000	0
231	1680	0	7	FC200466	13440.000000	0
232	1682	0	7	FC200467	4200.000000	0
234	625	0	7	FC200162	15360.000000	0
235	1025	0	7	FC200277	6600.000000	0
236	1022	0	7	FC200276	19260.000000	0
200	83	0	7	FC200016	3440.000000	0
200	85	0	7	FC200017	24380.000000	0
239	627	0	7	FC200164	49.940000	0
238	627	0	7	FC200164	4111.660000	0
240	888	0	7	FC200241	1350.000000	0
241	913	0	7	FC200245	54180.000000	0
242	876	0	7	FC200236	21240.000000	0
243	259	0	7	FC200062	4183.700000	0
244	259	0	7	FC200062	53.010000	0
245	195	0	7	FC200046	420.000000	0
246	1762	0	7	FC200485	750.000000	0
247	1778	0	7	FC200490	408.000000	0
248	1790	0	7	FC200493	3750.000000	0
249	1546	0	7	FC200420	720.000000	0
250	1431	0	7	FC200389	5457.600000	0
233	1658	0	7	FC200457	570.000000	0
251	1797	0	7	FC200497	960.000000	0
252	343	0	7	FC200087	28798.400000	0
253	742	0	7	FC200147	22204.620000	0
256	1805	0	7	FC200499	15000.000000	0
255	1805	0	7	FC200499	15000.000000	0
254	1805	0	7	FC200499	5000.000000	0
257	1826	0	7	FC200504	750.000000	0
258	1831	0	7	FC200506	450.000000	0
259	145	0	7	FC200036	2160.000000	0
259	250	0	7	FC200061	2200.000000	0
260	1695	0	7	FC200469	3000.000000	0
101	1504	0	7	FC200407	2050.000000	0
261	1745	0	7	FC200479	9200.000000	0
262	1688	0	7	FC200468	900.000000	0
263	1578	0	7	FC200432	6820.000000	0
264	1597	0	7	FC200439	7620.000000	0
265	1530	0	7	FC200415	2200.000000	0
266	1547	0	7	FC200421	1800.000000	0
267	128	0	7	FC200031	9400.000000	0
268	1610	0	7	FC200445	2800.000000	0
269	1852	0	7	FC200512	1500.000000	0
270	1864	0	7	FC200514	2400.000000	0
271	1876	0	7	FC200518	1500.000000	0
237	312	0	7	FC200078	10000.000000	0
237	477	0	7	FC200111	4250.000000	0
272	1896	0	7	FC200532	150.000000	0
273	1930	0	7	FC200546	6005.000000	0
274	1949	0	7	FC200552	2400.000000	0
275	1939	0	7	FC200548	1200.000000	0
276	344	0	7	FC200088	19980.000000	0
277	1355	0	7	FC200364	720.000000	0
277	1492	0	7	FC200402	2880.000000	0
278	1503	0	7	FC200406	2000.000000	0
278	1998	0	7	FC200564	1520.000000	0
279	1996	0	7	FC200563	2600.000000	0
280	1013	0	7	FC200096	34680.000000	0
281	1435	0	7	FC200391	700.000000	0
282	995	0	7	FC200268	1250.000000	0
198	269	0	7	FC200065	6000.000000	0
198	224	0	7	FC200052	3792.000000	0
198	379	0	7	FC200097	1920.000000	0
198	609	0	7	FC200156	2876.000000	0
198	1227	0	7	FC200331	2500.000000	0
198	1234	0	7	FC200332	12000.000000	0
198	1323	0	7	FC200355	2775.000000	0
283	851	0	7	FC200229	1250.000000	0
284	885	0	7	FC200239	743.150000	0
285	885	0	7	FC200239	12.850000	0
286	469	0	7	FC200125	6931.800000	0
287	469	0	7	FC200125	25.200000	0
288	1943	0	7	FC200551	7200.000000	0
289	2020	0	7	FC200574	2000.000000	0
290	2047	0	7	FC200579	320.000000	0
291	2078	0	7	FC200588	960.000000	0
292	2075	0	7	FC200587	720.000000	0
293	2089	0	7	FC200591	2500.000000	0
294	2072	0	7	FC200585	2448.000000	0
295	2073	0	7	FC200586	850.000000	0
296	1052	0	7	FC200284	9790.000000	0
297	1307	0	7	FC200352	2195.000000	0
297	1891	0	7	FC200527	1095.000000	0
298	2141	0	7	FC200604	1250.000000	0
299	2138	0	7	FC200601	2000.000000	0
300	2150	0	7	FC200612	3800.000000	0
301	2153	0	7	FC200615	2100.000000	0
302	2154	0	7	FC200616	900.000000	0
303	2133	0	7	FC200596	976.000000	0
304	2136	0	7	FC200599	2700.000000	0
305	2137	0	7	FC200600	1500.000000	0
306	2142	0	7	FC200605	150.000000	0
307	2163	0	7	FC200618	1280.000000	0
308	1892	0	7	FC200528	380.000000	0
308	1911	0	7	FC200537	192.000000	0
308	2187	0	7	FC200628	800.000000	0
309	2018	0	7	FC200573	1500.000000	0
310	1874	0	7	FC200517	1105.000000	0
310	1875	0	7	FR200013	-280.000000	0
311	1803	0	7	FC200498	2805.000000	0
312	1987	0	7	FC200562	5680.000000	0
313	2009	0	7	FC200571	2400.000000	0
315	2011	0	7	FC200572	6250.000000	0
316	2022	0	7	FC200569	13250.000000	0
317	2034	0	7	FC200576	2500.000000	0
318	897	0	7	FC200244	12760.000000	0
